new_index,Pris,address,zipcode,m2,rooms
428, 2.195.000, Gl. Holmegårdsvej 47,3400 Hillerød,82,4
429, 2.250.000, Lyngborghave 30,3460 Birkerød,72,3
430, 2.295.000, Julius Bloms Gade 1 5 7 ,2200 København N,47,1
431, 2.295.000, Saxhøjvej 47,2500 Valby,52,2
432, 2.298.000, Sandalsparken 98,3660 Stenløse,74,3
433, 2.395.000, Banebrinken 93,2400 København NV,71,2
434, 2.395.000, Dommervænget 8D,4000 Roskilde,89,4
435, 2.495.000, Sct. Laurentii Vej 2,9990 Skagen,57,2
436, 2.498.000, Skejbyparken 252,8200 Aarhus N,83,3
437, 2.595.000, Øresundsvej 110 st tv ,2300 København S,59,2
438, 2.695.000, Tyrolsgade 19,2300 København S,48,2
439, 2.695.000, Tønnesvej 12,2300 København S,59,2
440, 2.699.000, Viborggade 40,2100 København Ø,45,2
441, 2.795.000, Brunevang 90 st ,2610 Rødovre,82,4
442, 2.795.000, Thyrasgade 4,2200 København N,60,2
443, 2.895.000, John Tranums Alle 11,2770 Kastrup,67,3
444, 2.995.000, Lodsgården 3C,2791 Dragør,77,3
445, 2.995.000, Sofievej 12,2840 Holte,79,4
446, 2.995.000, Rådmandsgade 40D,2200 København N,64,2
447, 3.149.000, Urtehaven 15,2640 Hedehusene,86,3
448, 3.195.000, Æblestien 3,2300 København S,60,2
449, 3.399.000, Søndertoft 5,9000 Aalborg,107,3
450, 3.495.000, Johan Kellers Vej 24,2450 København SV,70,3
451, 3.798.000, Strandparken 34 2 tv ,8000 Aarhus C,84,3
452, 4.250.000, Vindegade 71B ,5000 Odense C,130,3
453, 4.495.000, Torvebyen 36 ,4600 Køge,105,3
454, 4.495.000, Anders Henriksens Gade 7,2300 København S,77,3
455, 5.200.000, Dampfærgevej 14 3 1 ,2100 København Ø,76,2
456, 5.995.000, Ålholmvej 50,2500 Valby,121,4
457, 6.195.000, Valdemar Holmers Gade 5,2100 København Ø,70,3
458, 6.298.000, Ceresbyen 66,8000 Aarhus C,117,3
459, 6.495.000, Gyldenløvesgade 21,1600 København V,123,4
460, 6.895.000, Nordre Fasanvej 33A,2000 Frederiksberg,112,4
461, 7.495.000, Peder Skrams Gade 10,1054 København K,127,5
462, 7.995.000, Bernstorffsgade 23A,1577 København V,145,3
463, 8.295.000, Alliancevej 12A,2450 København SV,136,4
464, 8.495.000, Jessens Mole 7B,5700 Svendborg,151,3
465, 8.498.000, Strandparken 22,8000 Aarhus C,169,6
466, 8.795.000, Carit Etlars Vej 10,1814 Frederiksberg C,117,4
467, 10.500.000, Øster Farimagsgade 32,2100 København Ø,164,5
468, 21.750.000, Østbanegade 3 st th ,2100 København Ø,267,7
469, 445.000, Nørrebrogade 77B,8930 Randers NØ,53,2
470, 495.000, Bragesvej 172 ,4220 Korsør,48,1
471, 550.000, Egelundsparken 13D,8830 Tjele,46,2
472, 595.000, Slugten 4 ,9870 Sindal,62,2
473, 595.000, Østergade 66,3700 Rønne,64,2
474, 675.000, Havnevej 156,8500 Grenaa,101,4
475, 725.000, Svendborgvej 247,4700 Næstved,67,2
476, 750.000, Jernbanegade 9,4660 Store Heddinge,66,2
477, 775.000, Elborg 1A,7000 Fredericia,94,3
478, 795.000, Christmas Møllers Vej 1,5200 Odense V,38,1
479, 798.000, Grønlandsparken 76C,6715 Esbjerg N,75,2
480, 825.000, Kantorparken 10,8240 Risskov,29,1
481, 845.000, H C Andersens Vej 73,4700 Næstved,43,2
482, 949.000, Vendelbogade 7,9000 Aalborg,44,2
483, 995.000, Sofievej 30D,9000 Aalborg,56,2
484, 1.080.000, Vendelbogade 7 1 th ,9000 Aalborg,43,2
485, 1.095.000, Frederiksgade 33C,8700 Horsens,52,2
486, 1.095.000, Støvringparken 2,9530 Støvring,76,3
487, 1.095.000, Ryesgade 49,9000 Aalborg,47,2
488, 1.195.000, Buegården 13,2880 Bagsværd,37,1
489, 1.198.000, Haraldsgade 56,6700 Esbjerg,66,2
490, 1.250.000, Kobberbæksvej 29,5700 Svendborg,78,2
491, 1.275.000, Bronzealdervænget 102,8210 Aarhus V,41,2
492, 1.395.000, Jeppe Aakjærs Vej 2 ,7500 Holstebro,70,2
493, 1.445.000, Sct. Mogens Gade 20,8800 Viborg,66,2
494, 1.495.000, Reberbansgade 13B,9000 Aalborg,67,3
495, 1.495.000, Rolighedsvej 13B,3000 Helsingør,50,2
496, 1.498.000, Jordbrovej 31,8200 Aarhus N,44,1
497, 1.695.000, Rødovrevej 194,2610 Rødovre,45,1
498, 1.845.000, Danmarksgade 84 st tv ,9000 Aalborg,83,2
499, 1.949.000, Frederikssundsvej 34,2400 København NV,49,1
500, 1.998.000, Hobrovej 17,9000 Aalborg,116,4
501, 1.999.000, Frederiksdalsvej 12C,2830 Virum,57,2
502, 2.225.000, Parken 16,3480 Fredensborg,76,3
503, 2.295.000, Hobrovej 75 1 ,9000 Aalborg,119,4
504, 2.295.000, Søndermarken 58,3060 Espergærde,89,4
505, 2.295.000, Jens Baggesens Vej 100,8200 Aarhus N,89,3
506, 2.298.000, Grundtvigs Alle 3,6700 Esbjerg,118,4
507, 2.345.000, Holger Danskes Vej 28H ,2000 Frederiksberg,40,2
508, 2.350.000, Centerparken 8,2500 Valby,65,2
509, 2.450.000, Nærum Hovedgade 21 2 th ,2850 Nærum,72,3
510, 2.595.000, Georginevej 12,2300 København S,62,2
511, 2.698.000, Falstersgade 3,8000 Aarhus C,55,2
512, 2.795.000, Skolegade 37C ,7500 Holstebro,135,3
513, 2.949.000, Nørregade 18 1 tv ,9000 Aalborg,117,4
514, 2.995.000, Banestrøget 27,2630 Taastrup,106,4
515, 2.998.000, Banegårdsgade 19,8000 Aarhus C,97,2
516, 3.095.000, Havstokken 24A,7700 Thisted,77,3
517, 3.150.000, Egebo 11A ,2620 Albertslund,105,3
518, 3.195.000, Sophie Brahes Gade 7,3000 Helsingør,90,4
519, 3.195.000, Morbærhegnet 37 ,2670 Greve,82,4
520, 3.300.000, Duevej 108B,2000 Frederiksberg,62,2
521, 3.395.000, Finsensvej 73,2000 Frederiksberg,62,2
522, 3.495.000, Brammingegade 6,2100 København Ø,66,2
523, 3.495.000, Ålandsgade 13,2300 København S,60,3
524, 3.645.000, Trylleskov Allé 32,2680 Solrød Strand,97,4
525, 3.675.000, Hulkærvej 15,2870 Dyssegård ,60,4
526, 3.895.000, Nybrogade 4 4 tv ,9000 Aalborg,116,4
527, 3.995.000, Brannersvej 25,2920 Charlottenlund,71,3
528, 4.095.000, Jagtvej 137,2200 København N,78,3
529, 4.485.000, Brannersvej 3,2920 Charlottenlund,94,3
530, 4.695.000, Strandvejen 110E,2900 Hellerup,73,3
531, 4.700.000, Randersgade 19,2100 København Ø,78,3
532, 4.995.000, Nordre Jernbanevej 24 st ,3400 Hillerød,106,8
533, 5.495.000, Studiestræde 16,1455 København K,92,3
534, 5.495.000, Islands Brygge 36A,2300 København S,77,3
535, 5.995.000, Paradisæblevej 26,2500 Valby,111,4
536, 6.495.000, Nordre Strandvej 2F,3000 Helsingør,184,5
537, 6.495.000, Amagergade 13,1423 København K,82,3
538, 7.295.000, Havneholmen 72,1561 København V,102,4
539, 7.350.000, Islands Brygge 32B,2300 København S,109,2
540, 7.350.000, Dexter Gordons Vej 35,2450 København SV,120,4
541, 7.500.000, Hallandsgade 10A ,2300 København S,204,5
542, 8.495.000, Rahbeks Alle 18,1801 Frederiksberg C,108,4
543, 13.250.000, Klerkegade 2A,1308 København K,124,4
544, 495.000, Frederikssundsvej 346,2700 Brønshøj,35,1
545, 545.000, Skelvangsvej 137 st th ,8920 Randers NV,59,2
546, 665.000, Tyreengen 52,4220 Korsør,64,0
547, 695.000, Højtoftegade 4,8940 Randers SV,72,2
548, 849.000, Lervangen 37,8930 Randers NØ,64,3
549, 950.000, Østre Alle 38,4800 Nykøbing F,83,3
550, 995.000, Darlingsvej 19C,8700 Horsens,47,2
551, 1.095.000, Jernbanegade 25 3 th ,7000 Fredericia,90,4
552, 1.098.000, Skoleparken 5,6705 Esbjerg Ø,70,2
553, 1.195.000, Funder Tværvej 31,8600 Silkeborg,63,2
554, 1.195.000, Lindebo 1,2630 Taastrup,42,1
555, 1.295.000, Kastetvej 129 1 tv ,9000 Aalborg,59,2
556, 1.300.000, Lyngholmsvej 24,9200 Aalborg SV,99,4
557, 1.400.000, Kastrupvej 167,2300 København S,40,1
558, 1.445.000, Rundhøj Allé 114,8270 Højbjerg,61,2
559, 1.495.000, Poul Buås Vej 28,9000 Aalborg,64,2
560, 1.575.000, Vejlegårdsparken 22,2665 Vallensbæk Strand,47,2
561, 1.595.000, Leen B 6,2630 Taastrup,57,2
562, 1.598.000, Valdemarsgade 11,9000 Aalborg,64,2
563, 1.695.000, Nyvangsvej 12,5000 Odense C,91,4
564, 1.695.000, Højagerparken 8,2750 Ballerup,57,2
565, 1.795.000, Nagelsvej 16,8270 Højbjerg,68,2
566, 1.850.000, Vestergårdsvej 23,2600 Glostrup,52,1
567, 1.895.000, Borgergade 32 3 th ,9000 Aalborg,91,3
568, 1.975.000, Nørre Allé 89,8000 Aarhus C,44,2
569, 1.999.000, Sjællandsgade 60 st th ,9000 Aalborg,89,3
570, 2.050.000, Gurrevej 7,3000 Helsingør,68,2
571, 2.195.000, Højagerparken 10,2750 Ballerup,61,3
572, 2.295.000, Gyvelvej 5,4000 Roskilde,85,4
573, 2.345.000, Gl. Hornshøjvej 9B ,7500 Holstebro,179,7
574, 2.365.000, Fredensgade 22,8600 Silkeborg,113,3
575, 2.375.000, Spaden B 1,2630 Taastrup,102,4
576, 2.395.000, Øresundsvej 108,2300 København S,57,2
577, 2.495.000, Holmegårdsvej 1C,2920 Charlottenlund,60,2
578, 2.495.000, Chr Kellersvej 6C,7080 Børkop,136,3
579, 2.595.000, Åfløjen 26,2700 Brønshøj,87,4
580, 2.625.000, Harald Jensens Plads 15,8000 Aarhus C,66,2
581, 2.698.000, Amagerbrogade 305,2300 København S,68,3
582, 2.850.000, Himmerlandsvej 14,2720 Vanløse,66,3
583, 2.948.000, Ryhavevej 1A,8210 Aarhus V,99,3
584, 2.995.000, Hamletsgade 4,2200 København N,67,2
585, 3.095.000, Jyllandsgade 19,9000 Aalborg,127,3
586, 3.198.000, Flakholmen 26,2720 Vanløse,67,3
587, 3.200.000, Gråbrødretorv 19,1154 København K,41,2
588, 3.250.000, Mølleåparken 6,2800 Kongens Lyngby,79,2
589, 3.298.000, Helga Pedersens Gade 17,8000 Aarhus C,61,2
590, 3.345.000, Finn Bager Jensens Vej 3 1 th ,3400 Hillerød,104,4
591, 3.395.000, Læssøesgade 21,2200 København N,54,2
592, 3.495.000, Slagkildevej 1B,4700 Næstved,151,3
593, 3.495.000, A.D. Jørgensens Vej 21,2000 Frederiksberg,69,2
594, 3.500.000, Bryggervangen 12,2100 København Ø,66,2
595, 3.500.000, Vesterhavnen 18,5800 Nyborg,146,3
596, 3.645.000, Lyngbyvej 345A,2820 Gentofte,96,4
597, 3.995.000, Venedigvej 1,2300 København S,81,3
598, 3.995.000, Nordre Fasanvej 178,2000 Frederiksberg,76,3
599, 4.295.000, C.F. Møllers Allé 68,2300 København S,98,4
600, 4.475.000, Åsvinget 4,2665 Vallensbæk Strand,127,3
601, 4.695.000, Fændediget 30,4600 Køge,121,3
602, 5.345.000, Marstalsgade 20,2100 København Ø,71,3
603, 5.495.000, Amager Boulevard 108,2300 København S,96,3
604, 5.495.000, Teglholmsgade 66,2450 København SV,98,4
605, 5.850.000, Sankt Nikolaj Vej 2,1953 Frederiksberg C,87,3
606, 5.995.000, Papirfabrikken 52,8600 Silkeborg,125,3
607, 5.995.000, Midtermolen 10,2100 København Ø,96,3
608, 6.495.000, Kenny Drews Vej 15,2450 København SV,92,4
609, 6.750.000, Korsørgade 37,2100 København Ø,84,3
610, 6.995.000, Islands Brygge 36B,2300 København S,106,3
611, 7.245.000, Rosenørns Alle 66,1970 Frederiksberg C,132,5
612, 7.495.000, Thorvaldsensvej 21,1871 Frederiksberg C,96,4
613, 7.995.000, Gentoftegade 33,2820 Gentofte,154,5
614, 9.995.000, Øster Farimagsgade 28a,2100 København Ø,118,4
615, 11.500.000, Sundkaj 109,2150 Nordhavn,147,4
616, 375.000, Skelvangsvej 169 st mf ,8920 Randers NV,45,2
617, 655.000, Helgolandsgade 42C,7500 Holstebro,43,2
618, 735.000, Tyreengen 38,4220 Korsør,78,3
619, 800.000, Svend Gønges Torv 6,4720 Præstø,87,0
620, 850.000, Skytten 1A ,9000 Aalborg,71,2
621, 1.065.000, Neergårdsparken 21,4000 Roskilde,38,1
622, 1.150.000, Vestre Fjordvej 46,9000 Aalborg,59,4
623, 1.275.000, Horsensvej 18,3000 Helsingør,51,2
624, 1.350.000, Bogensevej 5,4700 Næstved,83,3
625, 1.375.000, Thit Jensens Vej 27B ,7430 Ikast,131,5
626, 1.450.000, Sommerlystgade 17,8700 Horsens,98,4
627, 1.695.000, Eremitageparken 361,2800 Kongens Lyngby,48,2
628, 1.795.000, Breslaugade 10,2300 København S,38,1
629, 1.795.000, Centerparken 30,2500 Valby,65,2
630, 1.798.000, Østerbrogade 14,9400 Nørresundby,115,4
631, 1.825.000, Viby Torv 8,8260 Viby J,62,2
632, 1.849.000, Høkervej 5A,9492 Blokhus,60,3
633, 1.895.000, Gammel Køge Landevej 220C,2650 Hvidovre,42,1
634, 1.995.000, Gartnervang 32 1 th ,4000 Roskilde,71,2
635, 1.995.000, Hedetoften 45 st tv ,2640 Hedehusene,74,3
636, 1.995.000, Groskenstræde 3,3000 Helsingør,71,2
637, 2.249.000, Roskildevej 341B,2610 Rødovre,54,2
638, 2.295.000, Vangede Bygade 109 2 tv ,2820 Gentofte,51,2
639, 2.395.000, Frankrigsgade 27 1 mf ,2300 København S,42,2
640, 2.495.000, Mølle Allé 12,2500 Valby,50,2
641, 2.695.000, Dalføret 5,2300 København S,61,2
642, 2.750.000, Nordborggade 47,8000 Aarhus C,87,3
643, 2.845.000, Ørestads Boulevard 57C,2300 København S,79,2
644, 2.849.000, Rødovre Parkvej 191,2610 Rødovre,84,4
645, 2.975.000, Lille Maglekildestræde 4A,4000 Roskilde,54,2
646, 3.145.000, Kaffevej 39,2610 Rødovre,74,2
647, 3.195.000, Herninggade 5,2100 København Ø,62,2
648, 3.295.000, Østre Havnegade 36B 7 th ,9000 Aalborg,91,3
649, 3.295.000, Reberbanegade 45,2300 København S,59,3
650, 3.375.000, Vinkelvej 12D 1 th ,2800 Kongens Lyngby,90,2
651, 3.495.000, Øresundsvej 102,2300 København S,62,3
652, 3.695.000, Skodsborgvej 318 2 th ,2850 Nærum,102,4
653, 3.730.000, Langagervej 11,2500 Valby,81,3
654, 3.948.000, Lundingsgade 3,8000 Aarhus C,75,4
655, 3.995.000, Østerbrogade 194,2100 København Ø,68,3
656, 3.995.000, Julius Bloms Gade 7,2200 København N,62,2
657, 3.995.000, Otto Mallings Gade 2,2100 København Ø,72,3
658, 4.395.000, Kriegersvej 21,8000 Aarhus C,134,5
659, 4.495.000, Kronprinsensvej 4B,2000 Frederiksberg,84,3
660, 4.745.000, Bernhard Bangs Alle 15A,2000 Frederiksberg,88,3
661, 4.795.000, Kompagnistræde 24,1208 København K,82,4
662, 4.795.000, Søndre Badevej 6C,4600 Køge,90,3
663, 5.195.000, Bentzonsvej 39,2000 Frederiksberg,80,3
664, 5.395.000, Hollændervej 11,1855 Frederiksberg C,95,4
665, 5.495.000, Kroghsgade 6,2100 København Ø,72,3
666, 6.696.000, Richard Boones Vej 2,2450 København SV,106,4
667, 7.195.000, Ingemannsvej 2,1964 Frederiksberg C,104,4
668, 7.495.000, Esthersvej 30,2900 Hellerup,114,4
669, 8.995.000, Bernstorffsvej 100,2900 Hellerup,186,6
670, 9.995.000, Amagerbrogade 32 5 th ,2300 København S,180,6
671, 9.995.000, Lipkesgade 5B,2100 København Ø,133,4
672, 10.500.000, Østre Skovvej 8A,8240 Risskov,170,5
673, 545.000, Nattergalvej 9,8900 Randers C,59,2
674, 695.000, Sandgade 9,8900 Randers C,73,2
675, 1.175.000, Haderslevvej 51,6000 Kolding,83,3
676, 1.195.000, Sabroesvej 13C,3000 Helsingør,58,2
677, 1.195.000, Sønderbro 19,9000 Aalborg,57,2
678, 1.250.000, H C Andersens Vej 75,4700 Næstved,75,2
679, 1.298.000, Sdr.Stationsvej 33,4200 Slagelse,69,2
680, 1.350.000, Jyllandsgade 15,9000 Aalborg,58,2
681, 1.375.000, Jørgen H Nielsens V 10D ,9800 Hjørring,94,3
682, 1.395.000, Poul Buås Vej 32,9000 Aalborg,71,3
683, 1.495.000, Tårnvej 93C,2610 Rødovre,38,1
684, 1.595.000, Parkvej 23E ,2630 Taastrup,56,3
685, 1.745.000, Teglgårdsvej 313,3050 Humlebæk,69,2
686, 1.795.000, Christiansgade 17,5000 Odense C,53,2
687, 1.925.000, Kastrupvej 50,2300 København S,51,1
688, 1.995.000, Frederiksdalsvej 12D,2830 Virum,57,2
689, 1.995.000, Hessensgade 41,2300 København S,46,2
690, 1.995.000, Frederikssundsvej 189A,2700 Brønshøj,62,2
691, 1.995.000, Guldbergsvej 8,5000 Odense C,76,3
692, 1.995.000, Vangede Bygade 66,2820 Gentofte,51,2
693, 2.195.000, Åfløjen 14,2700 Brønshøj,76,3
694, 2.195.000, Ejboparken 11,4000 Roskilde,78,3
695, 2.295.000, Maglekæret 28C ,2680 Solrød Strand,73,2
696, 2.395.000, Tordenskjoldsgade 81,8200 Aarhus N,62,2
697, 2.395.000, Rantzausgade 11,2200 København N,49,1
698, 2.495.000, Silkeborgvej 5,8000 Aarhus C,52,2
699, 2.495.000, Ålandsgade 49,2300 København S,56,2
700, 2.495.000, Rønnevangshusene 71,2630 Taastrup,96,4
701, 2.595.000, Thuresensgade 36,5000 Odense C,141,6
702, 2.595.000, Sofienhøjvej 9,2300 København S,60,2
703, 2.650.000, Bryggerparken 14 ,3650 Ølstykke,108,4
704, 2.699.000, Dagmarsgade 28,2200 København N,59,2
705, 2.995.000, Marstalsgade 30,2100 København Ø,54,2
706, 2.995.000, Bogholder Allé 46B,2720 Vanløse,78,2
707, 2.995.000, Marthagade 4,2100 København Ø,59,2
708, 3.050.000, Reberbanegade 21,2300 København S,61,3
709, 3.145.000, Æblestien 3,2300 København S,60,2
710, 3.195.000, Morbærhegnet 17 ,2670 Greve,84,4
711, 3.195.000, Silkeborggade 37,2100 København Ø,52,2
712, 3.395.000, Østerdalsgade 1A,2300 København S,75,3
713, 3.400.000, Smakkegårdsvej 100,2820 Gentofte,91,4
714, 3.450.000, Tværbommen 19,2820 Gentofte,81,2
715, 3.495.000, Skovvejen 87,8000 Aarhus C,86,4
716, 3.495.000, Nattergalevej 52,2400 København NV,54,2
717, 3.550.000, Gammel Kalkbrænderi Vej 30,2100 København Ø,56,2
718, 3.650.000, Ved Volden 9,1425 København K,55,2
719, 3.698.000, Ceres Allé 7,8000 Aarhus C,74,2
720, 3.750.000, Tuborgvej 17,2900 Hellerup,69,2
721, 3.795.000, Musvågevej 9,2400 København NV,72,3
722, 3.995.000, Lundbyesgade 9,8000 Aarhus C,99,3
723, 3.995.000, Smakkegårdsvej 181,2820 Gentofte,101,4
724, 4.095.000, Robert Jacobsens Vej 64,2300 København S,106,4
725, 4.100.000, Algade 26,5500 Middelfart,143,4
726, 4.400.000, Vesterbrogade 36,8000 Aarhus C,85,3
727, 4.495.000, Provstevej 2c,2400 København NV,81,3
728, 4.695.000, Korsørgade 44,2100 København Ø,62,2
729, 4.695.000, Hovedgaden 24,3460 Birkerød,163,5
730, 4.695.000, Oehlenschlægersgade 23,1663 København V,72,3
731, 4.795.000, Wilkensvej 7,2000 Frederiksberg,93,3
732, 4.995.000, Edvard Thomsens Vej 5B,2300 København S,119,4
733, 5.250.000, Nordre Fasanvej 78,2000 Frederiksberg,102,4
734, 5.350.000, Musholmgade 6,2100 København Ø,87,3
735, 5.495.000, Robert Jacobsens Vej 1A,2300 København S,124,4
736, 5.495.000, Skovridergårdsvej 60B,2830 Virum,105,3
737, 5.995.000, Robert Jacobsens Vej 82,2300 København S,107,3
738, 5.995.000, Strandgade 42,1401 København K,77,2
739, 6.650.000, Sundby Parkvej 1,2300 København S,112,3
740, 6.995.000, H.P. Ørums Gade 45,2100 København Ø,112,4
741, 7.995.000, H.C. Ørsteds Vej 50A,1879 Frederiksberg C,133,5
742, 9.995.000, Svanevænget 2,2100 København Ø,152,5
743, 10.695.000, Gærtorvet 14,1799 København V,105,4
744, 10.900.000, J.H. Deuntzers Gade 46 ,2300 København S,152,5
745, 12.495.000, Prinsesse Maries Alle 7,1908 Frederiksberg C,188,5
746, 1.795.000, Holbækvej 10,4000 Roskilde,65,3
747, 1.945.000, Vigerslevvej 257,2500 Valby,50,2
748, 1.995.000, Tjørnevang 40 ,3250 Gilleleje,66,2
749, 2.150.000, Frederikssundsvej 193B,2700 Brønshøj,56,2
750, 2.795.000, Caprivej 9,2300 København S,58,2
751, 3.150.000, Gammel Jernbanevej 12,2500 Valby,65,3
752, 5.195.000, Nørregade 13 1 ,4600 Køge,120,4
753, 5.998.000, Nyelandsvej 33,2000 Frederiksberg,98,4
754, 8.995.000, Andrei Sakharovs Vej 25,2450 København SV,125,4
755, 9.500.000, Dag Hammarskjölds Allé 38,2100 København Ø,136,4
756, 595.000, Rindsvej 36 2 mf ,8920 Randers NV,53,2
757, 1.198.000, Vesterhavsgade 47 4 27 ,6700 Esbjerg,64,2
758, 1.495.000, Bøgevej 8D ,4690 Haslev,64,2
759, 1.595.000, Banegårdsgade 25B 2 ,8300 Odder,91,3
760, 1.850.000, Hedekæret 3,2640 Hedehusene,70,3
761, 1.875.000, Jægerbuen 18 2 mf ,2635 Ishøj,74,2
762, 2.295.000, Tyrolsgade 14 4 th ,2300 København S,51,2
763, 2.495.000, Marius Simonsens Vej 5,8200 Aarhus N,68,3
764, 3.998.000, Teglholmsgade 8B,2450 København SV,74,2
765, 4.295.000, Østerbro 29B,9000 Aalborg,150,4
766, 4.395.000, Teglgårdsvej 1,2920 Charlottenlund,63,2
767, 4.395.000, Randersgade 49,2100 København Ø,70,3
768, 4.995.000, Normasvej 41 1 ,2000 Frederiksberg,93,4
769, 6.000.000, Skindergade 21 st ,1159 København K,120,4
770, 7.200.000, Carl Blochs Gade 59,8000 Aarhus C,121,3
771, 8.695.000, Erik Eriksens Gade 6,2300 København S,130,4
772, 26.000.000, Frederiksberg Alle 8 3 ,1820 Frederiksberg C,275,7
773, 685.000, Årestrupsvej 4 1 mf ,9000 Aalborg,43,1
774, 1.295.000, Murskeen 6,2630 Taastrup,42,1
775, 1.295.000, Ejboparken 9,4000 Roskilde,43,1
776, 1.375.000, Vesterbrogade 29,7000 Fredericia,96,4
777, 1.375.000, Gammelgårds Alle 9,2665 Vallensbæk Strand,47,2
778, 1.445.000, Rødegårdsvej 63,5000 Odense C,64,2
779, 1.595.000, Hyacintgården 7 1 2 ,2300 København S,34,1
780, 1.595.000, Døckerslundsvej 2D,5000 Odense C,66,2
781, 1.825.000, Skanderborgvej 88,8000 Aarhus C,54,2
782, 1.845.000, Bjarkesvej 5C,3000 Helsingør,63,2
783, 1.850.000, Olof Palmes Allé 31A,8200 Aarhus N,50,2
784, 1.895.000, Mølleåparken 31,2800 Kongens Lyngby,61,2
785, 1.975.000, Hyldegårdsvej 12 2 2 ,2920 Charlottenlund,52,1
786, 1.995.000, Lindevangshusene 68,2630 Taastrup,67,2
787, 1.998.000, Frodesgade 125C ,6700 Esbjerg,86,3
788, 2.045.000, Søndergade 24,5000 Odense C,66,2
789, 2.075.000, Nygade 26B,4690 Haslev,93,3
790, 2.145.000, Saven C 3,2630 Taastrup,98,4
791, 2.195.000, Ernst Bojesens Vej 7A,2840 Holte,49,2
792, 2.195.000, Østre Stationsvej 37L,5000 Odense C,82,2
793, 2.295.000, Byhøjen 3,2720 Vanløse,53,2
794, 2.295.000, Blegdalsparken 35,9000 Aalborg,81,3
795, 2.495.000, Kilholmvej 29A,2720 Vanløse,55,2
796, 2.495.000, Nytoften 13 ,8462 Harlev J,115,5
797, 2.595.000, Enghavevej 17,1674 København V,48,2
798, 2.650.000, Jernbane Allé 16,2720 Vanløse,58,2
799, 2.895.000, Lodsgården 3B,2791 Dragør,78,3
800, 2.995.000, Bremensgade 23,2300 København S,55,2
801, 3.195.000, Silkeborgvej 3,8000 Aarhus C,68,3
802, 3.275.000, Max Müllers Gade 2B,8000 Aarhus C,69,2
803, 3.695.000, Sankt Kjelds Plads 10,2100 København Ø,57,2
804, 3.900.000, Jette Tikjøbs Plads 13,8000 Aarhus C,65,3
805, 3.995.000, Strandkvanen 10A,4600 Køge,89,2
806, 3.995.000, Havnegade 33,9400 Nørresundby,101,2
807, 3.995.000, C.F. Møllers Allé 12,2300 København S,89,3
808, 4.150.000, Vestergade 56C,8000 Aarhus C,92,3
809, 4.295.000, Himmelev Sognevej 38A,4000 Roskilde,131,4
810, 4.298.000, Søndre Ringgade 21,8000 Aarhus C,113,4
811, 4.450.000, Borgmester Fischers Vej 5A,2000 Frederiksberg,93,3
812, 4.695.000, C.F. Møllers Allé 68,2300 København S,103,5
813, 4.795.000, Duevej 113,2000 Frederiksberg,97,3
814, 4.795.000, Rued Langgaards Vej 19,2300 København S,91,3
815, 5.495.000, Jens Otto Krags Gade 2,2300 København S,82,3
816, 7.995.000, Constantin Hansens Gade 25,1799 København V,102,4
817, 10.995.000, Rundholtsvej 28,2300 København S,124,4
818, 11.250.000, Skodsborgparken 30,2942 Skodsborg,135,3
819, 695.000, Vestervold 33,8900 Randers C,61,2
820, 995.000, Thorsgade 32,8700 Horsens,60,2
821, 998.000, Levysgade 15,8700 Horsens,62,2
822, 998.000, Frodesgade 179,6700 Esbjerg,53,2
823, 1.145.000, Gugvej 71 st tv ,9210 Aalborg SØ,51,2
824, 1.195.000, Søndergade 27,6000 Kolding,67,2
825, 1.250.000, Østerbro 59,9000 Aalborg,61,2
826, 1.298.000, Faaborgvej 74,5250 Odense SV,69,3
827, 1.395.000, Slotsgade 7,6100 Haderslev,139,4
828, 1.425.000, Jeppe Schous Gade 3,7500 Holstebro,84,3
829, 1.425.000, Nordre Farimagsvej 13A,4700 Næstved,90,3
830, 1.448.000, Engtoften 10,8260 Viby J,47,2
831, 1.450.000, Teglporten 4,3460 Birkerød,55,2
832, 1.495.000, Hedekæret 55,2640 Hedehusene,56,2
833, 1.500.000, Holbækvej 16 st th ,4000 Roskilde,58,2
834, 1.650.000, Havnegade 15D,3600 Frederikssund,73,3
