,new_index,Pris,address,zipcode,m2,rooms,x,y,daycare_distance,train_distance,school_distance,supermarket_distance,hospital_distance,Region
3858,3858, 1.575.000, Amagerbrogade 242,2300 København S,83,3,12.61446835,55.64539029,294.68,2547.58,356.54,45.25,1627.15,Hovedstaden
3859,3859, 1.695.000, Peter Bangs Vej 228,2500 Valby,74,3,12.49094765,55.67842818,222.81,2998.5,739.53,721.2,3033.9,Hovedstaden
3860,3860, 1.795.000, Rørmosevænget 35,3450 Allerød,108,4,12.32297805,55.8647313,899.46,9882.42,1229.6,690.91,12066.45,Hovedstaden
3861,3861, 1.898.000, Teglgårdstræde 16A,1452 København K,59,2,12.56826166,55.67997763,178.13,615.68,253.73,155.76,2772.19,Hovedstaden
3862,3862, 1.995.000, Hørsholm Park 14,2970 Hørsholm,113,4,12.50723874,55.88085369,53.64,1774.63,299.49,615.48,16606.72,Hovedstaden
3863,3863, 2.195.000, Peter Bangs Vej 116,2000 Frederiksberg,93,3,12.50046518,55.67868817,256.11,2381.89,436.21,183.32,2227.29,Hovedstaden
3864,3864, 2.195.000, Bogholder Allé 33B,2720 Vanløse,91,3,12.49130247,55.68446792,224.09,3475.41,619.14,295.49,2942.52,Hovedstaden
3865,3865, 2.295.000, Sankt Peders Stræde 9,4000 Roskilde,100,4,12.0856911,55.64258252,316.61,1018.9,132.05,418.78,1510.45,Hovedstaden
3866,3866, 2.395.000, Sundkaj 85,2150 Nordhavn,70,3,12.59869483,55.70997625,696.6,2707.75,960.35,672.14,3367.26,Hovedstaden
3867,3867, 2.495.000, Trelleborggade 6,2150 Nordhavn,77,2,12.59224217,55.70628248,380.33,1965.36,819.45,236.67,2700.22,Hovedstaden
3868,3868, 2.498.000, Carl Torps Vej 4,2500 Valby,77,3,12.52182593,55.65882117,164.96,994.44,448.71,461.17,3655.7,Hovedstaden
3869,3869, 2.575.000, Bernhard Bangs Alle 1,2000 Frederiksberg,88,4,12.51227429,55.68415311,271.7,2817.95,504.45,590.64,951.5,Hovedstaden
3870,3870, 2.598.000, Sofievej 4B,2900 Hellerup,75,3,12.57419852,55.73296505,261.24,723.97,260.96,99.5,2257.27,Hovedstaden
3871,3871, 2.625.000, Vordingborggade 2B,2100 København Ø,89,4,12.57796052,55.70787214,255.89,2482.23,152.96,262.48,2133.4,Hovedstaden
3872,3872, 2.650.000, Ringstedgade 76C ,4000 Roskilde,136,3,12.07247794,55.63395153,822.92,1949.91,822.51,199.6,1487.44,Hovedstaden
3873,3873, 2.695.000, Vesterbrogade 38A,1620 København V,93,3,12.55603009,55.67276713,248.27,911.93,271.06,108.17,3193.2,Hovedstaden
3874,3874, 2.695.000, Landskronagade 56A,2100 København Ø,87,3,12.57126855,55.71336033,214.23,2607.26,441.99,252.32,2804.29,Hovedstaden
3875,3875, 2.895.000, Phistersvej 3,2900 Hellerup,109,4,12.57753017,55.7412882,830.48,1676.43,672.4,127.47,2722.33,Hovedstaden
3876,3876, 2.950.000, Kompagnistræde 8,1208 København K,109,4,12.57634219,55.67762789,225.36,897.35,642.21,424.8,3036.59,Hovedstaden
3877,3877, 2.995.000, Store Kongensgade 55,1264 København K,97,2,12.58731922,55.68406711,192.09,1320.78,600.11,58.29,2458.31,Hovedstaden
3878,3878, 3.345.000, Bakkegårds Alle 11 2 th ,1804 Frederiksberg C,119,4,12.53244516,55.66963615,189.69,1539.59,509.56,261.91,2882.65,Hovedstaden
3879,3879, 3.399.000, Galionsvej 3,1437 København K,119,3,12.60594005,55.67893194,251.14,2697.25,1033.69,593.79,4535.84,Hovedstaden
3880,3880, 3.400.000, Østbanegade 11,2100 København Ø,155,5,12.58897356,55.69428532,341.97,302.89,608.0,400.33,2441.53,Hovedstaden
3881,3881, 3.495.000, Dronningens Tværgade 12,1302 København K,154,5,12.5876226,55.68359336,270.56,1309.28,576.28,65.96,2271.22,Hovedstaden
3882,3882, 3.495.000, Sandkaj 13,2150 Nordhavn,126,4,12.5937128,55.70631673,318.16,2061.69,873.88,241.8,3101.72,Hovedstaden
3883,3883, 3.595.000, Grøfthøjparken 163 12 mf ,8260 Viby J,42,1,10.13913765,56.12389584,414.05,2572.19,1041.89,406.73,10505.62,Midtjylland
3884,3884, 3.850.000, Suhrsvej 19,4220 Korsør,105,4,11.13250275,55.33840917,663.61,2578.81,833.42,621.2,19511.53,Sjælland
3885,3885, 4.095.000, Pebermyntevej 5,8800 Viborg,113,3,9.39370043,56.4639296,704.91,2479.26,774.65,709.46,3044.66,Midtjylland
3886,3886, 4.195.000, Storegade 12,6800 Varde,110,4,8.48361402,55.61967651,653.42,442.15,908.2,528.04,17748.63,Syddanmark
3887,3887, 4.500.000, Sejrøgade 4,8000 Aarhus C,35,2,10.19923888,56.16018545,375.21,1569.87,418.38,349.68,4932.49,Midtjylland
3888,3888, 4.695.000, Nansensgade 3,4200 Slagelse,73,3,11.34520155,55.40495425,545.72,653.15,513.5,632.73,1962.2,Sjælland
3889,3889, 4.695.000, Danmarksgade 6,9000 Aalborg,69,2,9.91651081,57.04579036,639.06,497.83,782.71,294.03,667.5,Nordjylland
3890,3890, 4.695.000, Drewsensvej 54A,8600 Silkeborg,56,2,9.54349648,56.16455201,155.19,354.14,300.96,422.87,2152.96,Midtjylland
3891,3891, 4.995.000, Højagerparken 8,2750 Ballerup,59,2,12.36180143,55.73456613,732.68,11670.88,1059.2,487.97,6850.52,Hovedstaden
3892,3892, 5.250.000, Finsensgade 69,8200 Aarhus N,59,2,10.20549585,56.17565593,311.16,3565.45,343.47,511.19,3756.27,Midtjylland
3893,3893, 5.300.000, Juelsparken 46 2 tv ,9210 Aalborg SØ,119,3,9.93222822,57.01367856,483.43,4117.99,825.12,551.36,4626.64,Nordjylland
3894,3894, 5.995.000, Ryttergårdsvej 40,3520 Farum,76,3,12.37255183,55.81574681,463.42,13666.49,1268.9,687.1,13266.4,Hovedstaden
3895,3895, 5.995.000, Silkeborgvej 110,8000 Aarhus C,57,2,10.18081731,56.15680908,329.97,2204.39,1341.51,423.73,5345.4,Midtjylland
3896,3896, 6.295.000, Rundhøj Allé 131,8270 Højbjerg,92,3,10.17399165,56.1177649,165.06,1411.46,351.12,542.74,10857.62,Midtjylland
3897,3897, 6.495.000, Bramslykkevej 32,2500 Valby,47,2,12.48819656,55.67199015,82.38,2078.79,764.08,194.67,3589.85,Hovedstaden
3898,3898, 6.495.000, Ådalsvej 69,2720 Vanløse,53,2,12.49651267,55.69376047,329.49,4524.56,557.57,303.55,2530.66,Hovedstaden
3899,3899, 6.995.000, Marselis Boulevard 38,8000 Aarhus C,65,2,10.19688186,56.14099287,121.94,1614.49,342.19,832.39,7398.41,Midtjylland
3900,3900, 8.250.000, Gunløgsgade 22,2300 København S,44,2,12.5791596,55.66501783,257.55,2161.09,405.57,146.02,3686.06,Hovedstaden
3901,3901, 9.998.000, Kongevejen 11,3000 Helsingør,72,3,12.60566014,56.03100339,168.27,1055.15,546.15,330.23,303.22,Hovedstaden
3902,3902, 10.995.000, Smakkegårdsvej 175,2820 Gentofte,63,2,12.52465283,55.76103165,807.03,491.47,1399.74,189.83,4506.3,Hovedstaden
3903,3903, 11.995.000, Serbiensgade 2,2300 København S,57,2,12.61366868,55.66440021,61.15,3822.52,123.72,378.73,1472.46,Hovedstaden
3904,3904, 12.995.000, Halsskovgade 2,2100 København Ø,48,2,12.58173098,55.70744389,137.24,2191.48,296.9,75.73,2252.95,Hovedstaden
3905,3905, 748.000, Vestervang 28,8000 Aarhus C,67,2,10.19277045,56.16429598,229.57,2185.98,798.1,935.55,4292.09,Midtjylland
3906,3906, 995.000, Østboulevarden 11G,8000 Aarhus C,59,2,10.21307521,56.164332,99.71,2090.56,592.36,363.71,5046.48,Midtjylland
3907,3907, 995.000, Ourøgade 23,2100 København Ø,56,2,12.56514958,55.70940849,203.91,3186.27,272.25,255.16,1966.43,Hovedstaden
3908,3908, 998.000, Doris Lessings Vej 29,2300 København S,52,2,12.57564955,55.63667876,457.25,1224.28,898.57,569.04,4499.64,Hovedstaden
3909,3909, 1.099.000, Skodsborg Strandvej 227,2942 Skodsborg,63,2,12.57375862,55.82865719,3379.82,837.13,3232.9,3103.52,14356.64,Hovedstaden
3910,3910, 1.105.000, Stadion Allé 15,8000 Aarhus C,60,2,10.19443561,56.14297089,367.56,1559.12,518.2,533.41,6989.43,Midtjylland
3911,3911, 1.499.000, Vølundsgade 24,2200 København N,58,2,12.550414,55.70093634,241.68,2915.57,295.6,119.61,1430.52,Hovedstaden
3912,3912, 1.695.000, Åhusene 4,8000 Aarhus C,68,3,10.188655,56.15302295,400.0,1855.31,1332.59,261.01,5912.82,Midtjylland
3913,3913, 1.765.000, Mølledammen 3M ,2980 Kokkedal,134,5,12.48669504,55.90439427,548.16,1401.12,1082.35,1102.27,15630.5,Hovedstaden
3914,3914, 1.775.000, Andreas Bjørns Gade 22,1428 København K,48,2,12.59842337,55.67604454,218.21,2825.19,378.71,167.54,3461.36,Hovedstaden
3915,3915, 1.795.000, Dalgas Boulevard 89,2000 Frederiksberg,79,3,12.51047776,55.68150358,355.76,2455.23,224.57,362.58,1548.09,Hovedstaden
3916,3916, 1.895.000, Callisensvej 16,2900 Hellerup,67,3,12.57467618,55.72994924,248.36,523.5,346.59,459.99,2342.9,Hovedstaden
3917,3917, 1.995.000, Sankt Gertruds Stræde 3,1129 København K,74,3,12.57424394,55.68303172,19.25,261.16,435.95,219.62,2130.3,Hovedstaden
3918,3918, 1.999.000, Vodroffslund 4,1914 Frederiksberg C,85,2,12.55313278,55.67825623,128.06,1267.78,144.28,523.03,2502.65,Hovedstaden
3919,3919, 1.999.000, Johanne Møllers Passage 13,1799 København V,82,3,12.53084857,55.66631709,399.26,1468.91,780.78,455.17,3826.56,Hovedstaden
3920,3920, 2.095.000, Akacietorvet 23 ,3520 Farum,192,4,12.35705521,55.80878614,412.11,14555.29,1024.15,262.83,14107.1,Hovedstaden
3921,3921, 2.099.000, Amagerbrogade 64A,2300 København S,120,4,12.60295561,55.66157043,173.18,3163.23,565.95,166.22,1858.68,Hovedstaden
3922,3922, 2.275.000, Sølvgade 89,1307 København K,104,3,12.57340812,55.68970892,300.52,998.98,213.97,108.65,1145.02,Hovedstaden
3923,3923, 2.395.000, Carl Blochs Gade 59,8000 Aarhus C,132,5,10.1924679,56.15374437,596.38,1453.45,1065.75,479.9,6132.16,Midtjylland
3924,3924, 2.550.000, Grundtvigsvej 34,1864 Frederiksberg C,96,4,12.53465204,55.67911279,110.09,2537.16,331.07,139.49,1935.43,Hovedstaden
3925,3925, 2.575.000, Vesterbrogade 163,1800 Frederiksberg C,122,4,12.53680915,55.67029316,293.94,1766.85,335.92,254.05,2923.7,Hovedstaden
3926,3926, 2.595.000, Strandgade 12C,1401 København K,130,3,12.58905061,55.67309244,383.85,1875.97,504.22,336.77,3590.57,Hovedstaden
3927,3927, 2.695.000, Andrei Sakharovs Vej 25,2450 København SV,125,4,12.56000817,55.65591666,126.88,2470.36,1123.82,1052.72,5416.53,Hovedstaden
3928,3928, 2.699.000, Store Kongensgade 110C ,1264 København K,137,4,12.59065885,55.68682059,257.88,1460.87,638.38,137.79,2402.21,Hovedstaden
3929,3929, 2.750.000, Kristrupvej 8,8960 Randers SØ,120,5,10.04566764,56.45107457,939.08,2125.88,1033.82,291.64,2709.38,Midtjylland
3930,3930, 2.795.000, Molbechs Alle 45C 1 ,4180 Sorø,52,2,11.55592264,55.43957962,954.8,3048.76,720.97,935.23,14121.79,Sjælland
3931,3931, 2.895.000, Egestræde 11C,4660 Store Heddinge,79,3,12.39204312,55.31195419,80.58,697.01,677.81,265.47,26164.06,Hovedstaden
3932,3932, 2.998.000, Skagavej 93A ,9990 Skagen,61,3,10.595739,57.72723624,1310.1,653.24,744.73,238.79,40155.23,Nordjylland
3933,3933, 3.245.000, Skovvangsvej 22,8200 Aarhus N,40,1,10.201834,56.17651376,659.24,3964.84,613.35,380.88,3337.76,Midtjylland
3934,3934, 3.298.000, Kantorvænget 10,8240 Risskov,57,2,10.20595238,56.19971445,157.41,6793.06,789.92,1035.31,2849.77,Midtjylland
3935,3935, 3.395.000, Hovedgaden 47,8220 Brabrand,50,2,10.1034373,56.15306742,223.81,6481.75,444.75,422.92,8060.78,Midtjylland
3936,3936, 3.495.000, Holmehusvej 75,5000 Odense C,82,3,10.4081084,55.40962556,674.41,2168.0,762.88,192.75,5359.45,Syddanmark
3937,3937, 3.695.000, Grønnegården 541B,2670 Greve,60,2,12.34120376,55.59898726,266.22,10332.9,1103.32,1246.22,10671.31,Hovedstaden
3938,3938, 4.195.000, Kongelundsvej 69B,2300 København S,44,2,12.58975535,55.63763242,180.63,1615.46,1297.75,74.37,3680.02,Hovedstaden
3939,3939, 4.295.000, Poul Buås Vej 32,9000 Aalborg,91,3,9.89315817,57.05341394,486.0,1552.07,489.35,544.35,1622.3,Nordjylland
3940,3940, 4.495.000, Grønnegade 82,8000 Aarhus C,51,2,10.19978487,56.16097985,270.98,1666.55,366.26,399.55,4715.66,Midtjylland
3941,3941, 4.695.000, Sandalsparken 56 ,3660 Stenløse,73,3,12.19563588,55.76715861,376.15,17582.87,427.03,187.94,14279.44,Hovedstaden
3942,3942, 4.795.000, Sjællandsgade 119B,8000 Aarhus C,50,2,10.2028264,56.16356057,329.25,2464.8,293.81,106.02,4774.52,Midtjylland
3943,3943, 5.150.000, Rugårdsvej 30,5000 Odense C,84,3,10.37342286,55.39903764,284.18,1020.41,238.68,301.08,2517.44,Syddanmark
3944,3944, 5.598.000, Kirkegårdsvej 44,2300 København S,51,2,12.61282548,55.65585142,61.56,3502.03,581.55,330.74,664.89,Hovedstaden
3945,3945, 6.695.000, Søndre Ringgade 83,8000 Aarhus C,64,2,10.18543461,56.14669218,449.37,1824.01,443.74,603.03,6707.23,Midtjylland
3946,3946, 6.719.000, Kriegersvej 19,8000 Aarhus C,59,2,10.19966759,56.15010858,614.47,577.91,589.71,327.77,6215.12,Midtjylland
3947,3947, 7.195.000, Gammel Køge Landevej 266F,2650 Hvidovre,91,3,12.49321803,55.63610694,395.02,3689.16,820.93,180.5,4137.24,Hovedstaden
3948,3948, 7.695.000, Hjørringgade 7,2100 København Ø,52,2,12.58741158,55.70617369,243.96,1875.81,505.2,141.42,2322.5,Hovedstaden
3949,3949, 8.995.000, Bremensgade 32,2300 København S,89,2,12.61695034,55.66469827,90.24,4094.06,354.16,549.4,1563.9,Hovedstaden
3950,3950, 9.395.000, Vestbanevej 16,2500 Valby,68,2,12.52108119,55.66448004,389.02,503.16,531.73,396.65,2894.31,Hovedstaden
3951,3951, 11.995.000, Sankt Hans Gade 24,4000 Roskilde,121,4,12.0722859,55.64646175,227.97,2155.06,974.14,554.52,2228.61,Hovedstaden
3952,3952, 895.000, Egebo 16 ,2620 Albertslund,114,4,12.33945177,55.66599381,926.9,4971.13,503.34,573.74,5298.14,Hovedstaden
3953,3953, 965.000, Hallandsgade 6C,2300 København S,79,3,12.59964632,55.66358994,402.91,2944.88,388.2,148.48,2289.71,Hovedstaden
3954,3954, 1.175.000, Bernhard Bangs Alle 4,2000 Frederiksberg,90,3,12.51180587,55.68455901,348.6,2927.67,515.48,700.47,1080.93,Hovedstaden
3955,3955, 1.395.000, Skovkrogen 6,2920 Charlottenlund,84,3,12.57229778,55.76113716,216.1,2455.33,114.58,399.29,4488.95,Hovedstaden
3956,3956, 1.595.000, Nørregade 59,8000 Aarhus C,86,3,10.20818252,56.16028255,287.43,1863.76,293.46,81.7,5424.57,Midtjylland
3957,3957, 1.775.000, Porcelænshaven 2F,2000 Frederiksberg,68,2,12.52269444,55.67924774,200.14,2109.43,325.06,413.07,1303.38,Hovedstaden
3958,3958, 1.848.000, Teglholmsgade 6A,2450 København SV,111,4,12.54420379,55.6527911,569.67,2122.56,688.41,664.55,5376.63,Hovedstaden
3959,3959, 1.895.000, Esther Aggebos Gade 4,8000 Aarhus C,113,3,10.22661895,56.1663496,1105.01,2565.06,1458.26,946.51,6211.87,Midtjylland
3960,3960, 1.895.000, Halmtorvet 29E,1700 København V,88,3,12.5569104,55.66803703,294.88,1031.42,142.56,88.19,3870.89,Hovedstaden
3961,3961, 1.995.000, Kirkevænget 6C,2500 Valby,114,5,12.52135618,55.66578006,499.54,607.02,635.68,460.56,2767.87,Hovedstaden
3962,3962, 2.095.000, Rundholtsvej 7,2300 København S,98,4,12.5657533,55.65329491,201.11,3125.98,1821.85,115.25,5174.02,Hovedstaden
3963,3963, 2.098.000, Absalonsgade 3,1658 København V,102,4,12.55402939,55.67212837,93.85,944.42,408.65,151.55,3257.99,Hovedstaden
3964,3964, 2.195.000, Strandvejen 18,2100 København Ø,128,4,12.57735993,55.71912218,401.7,1719.06,439.18,211.23,3348.92,Hovedstaden
3965,3965, 2.450.000, Pilestræde 21,1112 København K,322,5,12.58052344,55.68033783,197.41,885.41,612.58,172.67,2541.86,Hovedstaden
3966,3966, 2.495.000, Lauggårds Alle 12,2860 Søborg,60,0,12.51529152,55.72829983,98.06,4478.02,1059.83,665.08,3262.77,Hovedstaden
3967,3967, 2.495.000, Trøjborgvej 24,8200 Aarhus N,49,2,10.21513659,56.16949636,376.97,2731.16,369.01,143.42,4435.68,Midtjylland
3968,3968, 2.595.000, Søllerød Park 14,2840 Holte,88,3,12.50588973,55.80815175,491.23,1674.14,600.29,372.39,11830.76,Hovedstaden
3969,3969, 2.598.000, Rosenvængets Hovedvej 22,2100 København Ø,59,2,12.58618099,55.70097141,30.81,1556.1,297.89,352.76,1862.57,Hovedstaden
3970,3970, 2.650.000, Nordre Strandvej 123A,3150 Hellebæk,81,2,12.55702622,56.07025614,308.82,631.52,308.82,1425.0,5653.91,Hovedstaden
3971,3971, 2.995.000, Jakob Dannefærds Vej 9,1973 Frederiksberg C,87,3,12.55391351,55.68332957,324.78,1697.15,285.15,318.99,1854.19,Hovedstaden
3972,3972, 3.195.000, Torvegade 56,1400 København K,95,4,12.59255727,55.67161443,160.09,2118.08,131.92,66.79,2956.07,Hovedstaden
3973,3973, 3.450.000, Blidahpark 13,2900 Hellerup,111,3,12.57880802,55.74233553,964.86,1945.02,806.79,162.3,3832.72,Hovedstaden
3974,3974, 3.595.000, Østerbrogade 70,2100 København Ø,174,6,12.57830437,55.69912291,179.35,1415.01,194.3,283.98,1188.27,Hovedstaden
3975,3975, 3.995.000, Hotel Skagen Strand 44 ,9990 Skagen,74,3,10.46751945,57.65915993,8999.28,420.78,8999.69,8850.53,27896.71,Nordjylland
3976,3976, 4.150.000, Middelfartvej 143,5200 Odense V,66,3,10.34379941,55.39372777,500.01,2473.47,478.66,320.52,2760.1,Syddanmark
3977,3977, 4.250.000, Vadholm 7,2800 Kongens Lyngby,46,2,12.48637282,55.75509011,783.45,3126.98,400.12,484.1,5716.74,Hovedstaden
3978,3978, 4.795.000, Silkeborgvej 162 1 th ,8000 Aarhus C,50,2,10.17779872,56.15622238,240.52,2333.88,1233.15,509.78,5165.88,Midtjylland
3979,3979, 4.995.000, Englandsvej 34D,2300 København S,64,2,12.60376143,55.65533324,282.45,2988.18,377.91,252.15,1335.74,Hovedstaden
3980,3980, 5.295.000, Borups Allé 233A,2400 København NV,96,3,12.52081082,55.70014138,399.86,4162.32,617.31,335.27,2034.04,Hovedstaden
3981,3981, 5.498.000, Klerkegade 17A,1308 København K,43,2,12.58477083,55.68645703,164.2,1219.22,212.62,166.56,1897.16,Hovedstaden
3982,3982, 5.995.000, Glasvej 29 1 1 ,2400 København NV,92,3,12.53147057,55.70519781,348.89,3778.97,422.08,304.37,1328.9,Hovedstaden
3983,3983, 6.795.000, Dianas Have 55 ,2970 Hørsholm,156,5,12.50461118,55.87680409,420.61,2542.2,904.35,911.52,16732.79,Hovedstaden
3984,3984, 6.995.000, Bygholmvej 36 st 7 ,7742 Vesløs,38,2,9.0205751,57.02635841,1082.65,25026.35,1082.65,3437.6,24842.47,Nordjylland
3985,3985, 7.495.000, Doktorvænget 45,7500 Holstebro,54,2,8.61211274,56.37334442,445.27,1487.6,653.88,594.95,2175.63,Midtjylland
3986,3986, 7.995.000, Doktorvænget 47,7500 Holstebro,52,2,8.6119712,56.37334793,453.69,1496.12,662.3,603.37,2184.15,Midtjylland
3987,3987, 18.900.000, Nørrealle 3A,7700 Thisted,87,3,8.69005228,56.95951115,190.33,1035.56,1087.79,444.67,743.99,Nordjylland
3988,3988, 2.450.000, Vinkelhagevej 174,7620 Lemvig,49,3,8.2960242,56.56415999,3167.34,2245.35,3223.44,2395.3,3953.64,Nordjylland
3989,3989, 2.598.000, Låsbygade 85,6000 Kolding,59,2,9.46682857,55.49338523,285.19,1110.1,439.15,709.89,2169.69,Syddanmark
3990,3990, 3.045.000, Ejboparken 53,4000 Roskilde,43,1,12.06487262,55.6293133,258.98,2702.04,1130.29,913.18,3082.96,Hovedstaden
3991,3991, 3.495.000, Teglgårdsvej 415,3050 Humlebæk,50,1,12.52463775,55.9594885,577.59,1132.38,1019.19,799.19,13653.78,Hovedstaden
3992,3992, 3.655.000, Fynsgade 21,6700 Esbjerg,61,2,8.46147935,55.46412003,513.23,773.23,990.36,245.78,1822.85,Syddanmark
3993,3993, 5.495.000, Doktorvænget 44,7500 Holstebro,88,3,8.61328329,56.37214676,385.26,1792.49,603.57,711.13,1834.32,Midtjylland
3994,3994, 6.195.000, Doktorvænget 3,7500 Holstebro,87,3,8.61581688,56.37150137,505.55,1546.45,802.02,501.81,1588.28,Midtjylland
3995,3995, 6.995.000, Dannebrogsgade 29,9000 Aalborg,62,2,9.90417069,57.0520268,331.32,473.18,550.44,201.07,767.91,Nordjylland
3996,3996, 11.750.000, Brobjerg Parkvej 95,8250 Egå,54,1,10.26134026,56.20402756,361.36,9338.42,1583.31,128.62,7505.64,Midtjylland
3997,3997, 745.000, Vesterbro 45,9000 Aalborg,67,2,9.91312749,57.04618215,530.37,615.01,695.17,446.17,564.35,Nordjylland
3998,3998, 1.095.000, Nærum Hovedgade 17 3 tv ,2850 Nærum,57,2,12.53144523,55.81867434,547.19,932.0,768.24,352.29,10887.11,Hovedstaden
3999,3999, 1.395.000, Vesterbro 98,5000 Odense C,68,3,10.37279854,55.39421508,235.9,1450.23,188.96,252.26,1371.87,Syddanmark
4000,4000, 1.895.000, Fyensgade 26,9000 Aalborg,79,3,9.93591683,57.04232525,346.19,1244.0,519.06,351.9,2509.57,Nordjylland
4001,4001, 1.925.000, Nørrevang 20 ,7451 Sunds,285,5,9.01352558,56.20501361,674.37,9782.97,680.27,233.23,9143.21,Midtjylland
4002,4002, 2.695.000, Vestervang 4 1 412 ,8000 Aarhus C,40,2,10.19372264,56.16192811,275.27,2241.17,822.04,601.14,4797.19,Midtjylland
4003,4003, 3.695.000, Roskildevænget 16,4000 Roskilde,57,2,12.09299099,55.62760451,326.29,2347.07,568.77,172.79,1257.22,Hovedstaden
4004,4004, 3.775.000, Grøndalsvej 62,8260 Viby J,116,3,10.13904148,56.12145268,291.45,1909.63,1060.23,331.67,10390.48,Midtjylland
4005,4005, 5.495.000, Maglekæret 24E ,2680 Solrød Strand,77,3,12.20632787,55.5221146,633.57,6075.36,829.87,1660.96,7313.0,Hovedstaden
4006,4006, 6.495.000, Roskildevænget 7,4000 Roskilde,77,3,12.09175831,55.62854506,417.5,2410.75,537.34,242.57,1326.4,Hovedstaden
4007,4007, 385.000, Ejboparken 73,4000 Roskilde,78,3,12.06649533,55.63007545,404.04,2943.47,1275.46,834.05,3228.03,Hovedstaden
4008,4008, 750.000, Absalonsgade 34,5000 Odense C,75,2,10.39265984,55.39152111,386.62,2301.75,279.01,494.34,2294.49,Syddanmark
4009,4009, 750.000, Rosengade 1A,6600 Vejen,184,8,9.13985781,55.47886648,910.02,539.06,670.52,34.07,25779.83,Syddanmark
4010,4010, 795.000, Lauravej 3,2500 Valby,58,2,12.51041521,55.66773801,146.68,800.17,388.13,110.96,3185.63,Hovedstaden
4011,4011, 875.000, Brannersvej 21,2920 Charlottenlund,44,2,12.57037034,55.75694915,501.8,2898.33,395.59,429.81,4032.66,Hovedstaden
4012,4012, 995.000, Skt. Jørgens Gade 10A,5000 Odense C,103,3,10.39750664,55.39877305,180.71,1271.21,933.4,518.87,4304.85,Syddanmark
4013,4013, 1.145.000, Sundvej 3,8700 Horsens,175,6,9.86435055,55.86322911,537.41,1971.87,537.41,469.02,883.35,Midtjylland
4014,4014, 1.148.000, Odeons Kvarter 21,5000 Odense C,81,2,10.39112514,55.4005471,528.9,678.86,398.08,25.44,3022.81,Syddanmark
4015,4015, 1.150.000, Søllerød Park 12,2840 Holte,88,3,12.50457646,55.80817762,585.08,1719.68,694.14,293.64,11914.17,Hovedstaden
4016,4016, 1.150.000, Stigsborg Brygge 143 2 tv ,9400 Nørresundby,109,3,9.93605597,57.05455191,995.25,2361.88,1389.03,991.11,2343.41,Nordjylland
4017,4017, 1.395.000, Delta Park 32,2665 Vallensbæk Strand,95,3,12.3889654,55.62758624,600.95,6006.86,1087.14,580.06,6345.37,Hovedstaden
4018,4018, 1.498.000, Skt. Jørgens Gade 10A,5000 Odense C,120,4,10.39750664,55.39877305,180.71,1271.21,933.4,518.87,4304.85,Syddanmark
4019,4019, 1.545.000, Tordenskjoldsgade 40,8200 Aarhus N,78,3,10.21649423,56.17145981,116.13,2944.51,645.86,218.56,4763.53,Midtjylland
4020,4020, 1.630.000, Mejlgade 89 2 th ,8000 Aarhus C,71,3,10.21459334,56.16198087,345.4,2064.03,450.72,350.17,5540.24,Midtjylland
4021,4021, 1.795.000, Adelgade 1,1304 København K,61,2,12.58221513,55.6825014,20.01,809.88,579.21,91.23,2272.85,Hovedstaden
4022,4022, 1.895.000, C.F. Møllers Allé 38,2300 København S,88,3,12.57713523,55.63457897,357.88,1240.44,675.39,514.24,5141.2,Hovedstaden
4023,4023, 1.950.000, Nørre Allé 37,8000 Aarhus C,102,5,10.20337828,56.15967797,327.48,1557.31,110.81,266.04,5731.52,Midtjylland
4024,4024, 1.995.000, Bogholder Allé 31A,2720 Vanløse,92,3,12.49092265,55.6848222,140.08,3596.6,535.13,309.18,2893.95,Hovedstaden
4025,4025, 1.995.000, Ringkøbingvej 26,8000 Aarhus C,100,3,10.18949013,56.15836126,350.17,1652.85,1115.65,681.25,5126.16,Midtjylland
4026,4026, 1.998.000, Søllerødgade 22,2200 København N,72,3,12.54655023,55.69450811,334.72,2433.45,513.04,273.46,1833.29,Hovedstaden
4027,4027, 2.145.000, Blytækkervej 6,2400 København NV,107,4,12.53228578,55.70311787,401.39,3602.01,403.85,151.93,1570.44,Hovedstaden
4028,4028, 2.225.000, Nordre Jernbanevej 23,3400 Hillerød,133,5,12.30934218,55.9298599,220.7,397.93,176.88,357.77,1615.59,Hovedstaden
4029,4029, 2.245.000, Nordre Jernbanevej 23,3400 Hillerød,156,5,12.30934218,55.9298599,220.7,397.93,176.88,357.77,1615.59,Hovedstaden
4030,4030, 2.298.000, Arkonagade 15,1726 København V,89,3,12.55323396,55.66529434,225.35,1542.8,429.34,486.87,4666.37,Hovedstaden
4031,4031, 2.395.000, Solitudevej 4,2200 København N,82,4,12.55459674,55.68993972,190.84,1457.57,405.41,157.88,2204.08,Hovedstaden
4032,4032, 2.395.000, Ørbækgårds Alle 503,2970 Hørsholm,127,4,12.49203767,55.87906608,648.94,3701.11,1176.3,572.66,15771.84,Hovedstaden
4033,4033, 2.535.000, Forhåbningsholms Alle 15,1904 Frederiksberg C,88,3,12.54999378,55.67591202,105.15,1507.84,361.25,455.35,2755.11,Hovedstaden
4034,4034, 2.695.000, Papirfabrikken 52,8600 Silkeborg,127,3,9.55735308,56.17318246,1143.5,1753.34,773.52,389.5,1200.16,Midtjylland
